iter	RMSE
228	918.3868736
229	916.7039104
230	914.9358996
231	913.3556657
232	911.648519
233	909.8756405
234	908.3234594
235	906.5271513
236	904.9955639
237	903.5022023
238	901.9899397
239	900.4536259
240	899.0363596
241	897.6373977
242	896.2316013
243	894.8866929
244	893.5200535
245	892.0928039
246	890.8404788
247	889.5232653
248	888.1921721
249	886.8847017
250	885.6153576
251	884.4328834
252	883.2098201
253	881.9661177
254	880.8410613
255	879.7983333
256	878.5356808
257	877.4287404
258	876.1916566
259	875.1189875
260	874.0995281
261	873.058071
262	871.8891946
263	870.9157846
264	869.9376582
265	869.0031543
266	868.0238087
267	867.1667647
268	866.2603091
269	865.3643129
270	864.4612047
271	863.5871302
272	862.5823634
273	861.7492007
274	860.9158417
275	860.2395567
276	859.4148541
277	858.6189936
278	857.8243495
279	857.0738234
280	856.0701128
281	855.2580263
282	854.4378783
283	853.750688
284	852.897654
285	852.2206311
286	851.5763216
287	850.9355961
288	850.3187685
289	849.460987
290	848.7604222
291	848.1781769
292	847.3531853
293	846.6777179
294	846.0314916
295	845.4852174
296	844.9551503
297	844.3961977
298	843.7086313
299	843.0787258
300	842.5569649
301	841.8253945
302	841.249951
303	840.7635782
304	840.0331302
305	839.4150547
306	838.8615616
307	838.3215163
308	837.7914404
309	837.3416586
310	836.8739912
311	836.3334052
312	835.7279532
313	835.2244577
314	834.664494
315	834.1090349
316	833.6704684
317	833.1739816
318	832.7509991
319	832.2201113
320	831.8208409
321	831.2754262
322	830.6962823
323	830.2949113
324	829.8058372
325	829.4225876
326	828.8177252
327	828.2064426
328	827.8502062
329	827.4435734
330	826.9392826
331	826.5722816
332	826.0689646
333	825.7197005
334	825.3202271
335	824.669089
336	824.3306587
337	823.8833245
338	823.6146653
339	823.0927153
340	822.7848984
341	822.4980561
342	822.1900855
343	821.7354294
344	821.475626
345	821.1483442
346	820.8073861
347	820.3661582
348	820.1013606
349	819.7349097
350	819.4642419
351	819.20274
352	818.9098626
353	818.5370196
354	818.299121
355	817.8963249
356	817.5153469
357	817.1282565
358	816.7258254
359	816.4588783
360	815.8427268
361	815.483276
362	815.0459967
363	814.6951231
364	814.4958857
365	814.2416696
366	814.0377641
367	813.8321107
368	813.624845
369	813.3951687
370	813.1101268
371	812.8455353
372	812.5474551
373	812.3135388
374	812.131942
375	811.8928688
376	811.5605202
377	811.3082292
378	811.0259171
379	810.5701371
380	810.2539794
381	810.0257703
382	809.7164101
383	809.5328197
384	809.2408733
385	809.0327918
386	808.8768165
387	808.7435726
388	808.6007267
389	808.2915283
390	808.0819497
391	807.889505
392	807.6143455
393	807.4550039
394	807.2614615
395	807.081084
396	806.8446139
397	806.6852586
398	806.5343375
399	806.2459294
400	805.91714
401	805.7512965
402	805.5774028
403	805.3085589
404	805.0749448
405	804.7533841
406	804.6105988
407	804.4938324
408	804.30891
409	804.1131171
410	803.9536051
411	803.8792809
412	803.6640255
413	803.3109378
414	803.0095627
415	802.8396714
416	802.5023876
417	802.3684736
418	802.1345102
419	801.7165625
420	801.5234572
421	801.4515615
422	801.317328
423	801.1110041
424	800.8299294
425	800.7803194
426	800.6263957
427	800.3706797
428	800.1998341
429	799.9173086
430	799.8442515
431	799.7076161
432	799.6298635
433	799.4587337
434	799.1923728
435	799.0703142
436	798.9740049
437	798.8871836
438	798.7691057
439	798.5346592
440	798.467128
441	798.3585069
442	798.2868731
443	797.8571582
444	797.6421003
445	797.3244406
446	796.9570622
447	796.5404209
448	796.4374807
449	796.2287864
450	796.0775899
451	795.8844819
452	795.7516859
453	795.6173637
454	795.4194757
455	795.3296938
456	795.1435096
457	794.9420746
458	794.8558281
459	794.5559845
460	794.5176712
461	794.3967885
462	794.3176718
463	794.1929093
464	794.0298939
465	793.8865139
466	793.693706
467	793.3773371
468	793.3301986
469	793.1992619
470	793.1544125
471	793.0955852
472	793.0197935
473	792.9637057
474	792.8451043
475	792.7673292
476	792.4570504
477	792.3704008
478	792.3182975
479	792.2543309
480	792.1557643
481	792.108052
482	791.982306
483	791.8208012
484	791.7554517
485	791.5905154
486	791.528914
487	791.2763822
488	791.1822113
489	791.1239312
490	791.0358169
491	790.912626
492	790.7068998
493	790.5268688
494	790.4594242
495	790.3709429
496	790.2424958
497	790.0453189
498	789.9182254
499	789.8869117
500	789.8143567
501	789.6220938
502	789.499689
503	789.4510591
504	789.3682641
505	789.1000198
506	788.9697938
507	788.8749191
508	788.7409192
509	788.6310028
510	788.6061011
511	788.5283102
512	788.4417651
513	788.4043737
514	788.2973736
515	788.209174
516	788.0608473
517	787.8791853
518	787.824851
519	787.6727679
520	787.3709899
521	787.3046183
522	787.2385209
523	787.1041035
524	786.8984961
525	786.812876
526	786.7186672
527	786.4443206
528	786.3327104
529	786.2642401
530	786.1381058
531	786.1077048
532	786.0624556
533	785.9278981
534	785.7555456
535	785.731186
536	785.6076566
537	785.4347952
538	785.0285652
539	784.8617275
540	784.7874703
541	784.6302436
542	784.5126805
543	784.2446267
544	784.1694518
545	784.0556538
546	783.8399164
547	783.71341
548	783.6015394
549	783.3648056
550	783.2688708
551	783.0791907
552	782.9481318
553	782.8773807
554	782.7765797
555	782.6874573
556	782.5946029
557	782.4114558
558	782.3082737
559	782.1218467
560	782.034705
561	781.9166055
562	781.8785098
563	781.8723618
564	781.7647579
565	781.6107793
566	781.5491133
567	781.5061929
568	781.4099548
569	781.2699176
570	781.1830739
571	781.0129989
572	780.9373375
573	780.8947948
574	780.7831747
575	780.6834927
576	780.2709993
577	780.2499807
578	780.0907308
579	779.9673868
580	779.8129245
581	779.7721257
582	779.6635704
583	779.564066
584	779.5327071
585	779.5132571
586	779.4864614
587	779.3606332
588	779.2735204
589	779.2525133
590	779.1860367
591	779.082891
592	779.003651
593	778.929026
594	778.8926728
595	778.5463427
596	778.4942359
597	778.1448643
598	778.1035869
599	778.0263604
600	778.0010309
601	777.60115
602	777.4879802
603	777.4004752
604	777.0627767
605	777.0120939
606	776.7996676
607	776.7715928
608	776.7491495
609	776.6913709
610	776.6352145
611	776.4309541
612	776.2582237
613	776.2337481
614	776.0731667
615	775.9797749
616	775.7703118
617	775.6880385
618	775.4147089
619	775.3676769
620	775.2251207
621	775.1251753
622	774.9198047
623	774.8757838
624	774.8241237
625	774.6329027
626	774.5776413
627	774.4442476
628	774.3700067
629	774.281134
630	774.2430373
631	774.214589
632	774.1771162
633	774.1741493
634	774.0812149
635	774.005107
636	773.9152442
637	773.7946828
638	773.6932942
639	773.6001403
640	773.555673
641	773.5145052
642	773.3008942
643	773.2849517
644	773.2508874
645	773.2160647
646	772.9126218
647	772.8762086
648	772.8054992
649	772.751077
650	772.6632877
651	772.3751118
652	772.3040509
653	772.0552112
654	771.9811416
655	771.9330456
656	771.8978041
657	771.8268009
658	771.7240684
659	771.7148182
660	771.5553071
661	771.540674
662	771.450125
663	771.3838456
664	771.3341327
665	771.0516351
666	771.0027261
667	770.8698278
668	770.5303641
669	770.4701391
670	770.4194064
671	770.3246987
672	770.2195183
673	770.1652684
674	770.1249343
675	769.9128764
676	769.8284976
677	769.7238704
678	769.6201992
679	769.286628
680	769.2670888
681	769.010864
682	768.937047
683	768.8628345
684	768.8308958
685	768.8061536
686	768.7474734
687	768.7348241
688	768.7346304
689	768.659011
690	768.6199848
691	768.5589702
692	768.3114516
693	768.2912907
694	768.0390373
695	768.0236887
696	767.9858374
697	767.9830307
698	767.8656192
699	767.8122528
700	767.5921834
701	767.5105422
702	767.2622476
703	767.2529111
704	767.1857845
705	767.1081823
706	767.0390978
707	766.9952389
708	766.9917071
709	766.9343061
710	766.872722
711	766.7771633
712	766.4954525
713	766.4491081
714	766.4166862
715	766.3440948
716	766.3058769
717	766.2366484
718	766.2159618
719	766.1385542
720	766.0902549
721	766.0578963
722	766.0413332
723	765.9821408
724	765.775159
725	765.7389326
726	765.7239299
727	765.5806778
728	765.5413785
729	765.4437113
730	765.3242999
731	765.2779659
732	765.1700112
733	765.153813
734	765.068843
735	765.0296826
736	764.984773
737	764.9558746
738	764.7407759
739	764.7295535
740	764.7019066
741	764.671021
742	764.6355063
743	764.6163314
744	764.5406158
745	764.538617
746	764.4969734
747	764.4521648
748	764.4425536
749	764.3953
750	764.3204858
751	764.269917
752	764.157368
753	764.1545789
754	764.0805108
755	763.9394556
756	763.9095959
757	763.8566515
758	763.8179811
759	763.8070454
760	763.7856893
761	763.7730792
762	763.6869906
763	763.648909
764	763.6235584
765	763.5893172
766	763.4120753
767	763.3046407
768	763.2600039
769	763.2077454
770	763.1281109
771	762.8216543
772	762.7948562
773	762.7560512
774	762.5602148
775	762.4775688
776	762.4219513
777	762.2830551
778	762.2583208
779	762.2444039
780	762.0802815
781	762.0253691
782	762.0015116
783	761.9588451
784	761.9379819
785	761.891821
786	761.8631444
787	761.5733241
788	761.5275901
789	761.4874856
790	761.384368
791	761.3095445
792	761.2220478
793	761.1562524
794	761.0973779
795	761.0539832
796	761.0197062
797	760.9515796
798	760.9100477
799	760.8611522
800	760.8390443
801	760.7583018
802	760.6801072
803	760.6654639
804	760.602443
805	760.5426202
806	760.4026009
807	760.3724096
808	760.28191
809	760.2501194
810	760.1029837
811	760.0745134
812	760.016781
813	759.9657066
814	759.7869078
815	759.6706867
816	759.6497912
817	759.5878726
818	759.5381957
819	759.4902839
820	759.4885276
821	759.4847831
822	759.4396943
823	759.3764363
824	759.2856935
825	759.0715835
826	759.0227759
827	758.9891656
828	758.8839491
829	758.5791499
830	758.5574735
831	758.5056337
832	758.4720382
833	758.4142254
834	758.3296582
835	758.3038526
836	758.2783445
837	758.2235633
838	758.1775357
839	758.0713828
840	758.0575529
841	757.9992019
842	757.9514324
843	757.9349176
844	757.8728034
845	757.8154959
846	757.7602928
847	757.7120263
848	757.6846632
849	757.6347155
850	757.5198283
851	757.5011491
852	757.4865032
853	757.2809549
854	757.2074589
855	757.1769736
856	757.1458619
857	757.1120835
858	756.9526718
859	756.9426858
860	756.8654946
861	756.8365794
862	756.8215032
863	756.814195
864	756.8046948
865	756.7696876
866	756.6345871
867	756.6032442
868	756.5915605
869	756.5508407
870	756.4458911
871	756.3911509
872	756.3069041
873	756.2267136
874	756.1801004
875	756.1283513
876	755.9436121
877	755.8950205
878	755.8767299
879	755.6995462
880	755.5005118
881	755.4477158
882	755.2700726
883	755.1753503
884	755.1176209
885	755.1174627
886	755.0406408
887	754.9855348
888	754.8972164
889	754.7744871
890	754.7412355
891	754.7280645
892	754.7049809
893	754.6612951
894	754.6122554
895	754.5999383
896	754.3882906
897	754.3623216
898	754.3428634
899	754.3203029
900	754.2812301
901	754.2375787
902	754.1698638
903	754.1526467
904	753.9648617
905	753.9632197
906	753.9463023
907	753.9282915
908	753.8851836
909	753.6739582
910	753.6154176
911	753.5973257
912	753.5712527
913	753.559489
914	753.5065609
915	753.4985732
916	753.454001
917	753.3988732
918	753.3870088
919	753.3199935
920	753.1517328
921	753.1111806
922	753.0844727
923	753.0759218
924	753.0751233
925	753.0668046
926	752.8489762
927	752.7658366
928	752.7592549
929	752.7590661
930	752.7205599
931	752.7165657
932	752.5153117
933	752.507323
934	752.480819
935	752.1625931
936	752.1402726
937	752.0801418
938	751.9197843
939	751.8904687
940	751.8699128
941	751.7009043
942	751.6252182
943	751.4299123
944	751.4064659
945	751.4038659
946	751.3087836
947	751.2459841
948	751.0714
949	751.0137905
950	750.9880482
951	750.9656883
952	750.9654385
953	750.9419136
954	750.9178639
955	750.8827349
956	750.8554776
957	750.832187
958	750.8233348
959	750.6623417
960	750.5360492
961	750.4858334
962	750.4856607
963	750.2995973
964	750.2959633
965	750.2186119
966	750.199736
967	750.1695452
968	750.1598689
969	750.0784153
970	750.0697431
971	750.0367904
972	750.0010683
973	749.9885546
974	749.9772662
975	749.920433
976	749.9111748
977	749.7309885
978	749.6607766
979	749.6013039
980	749.6010123
981	749.5785652
982	749.5782797
983	749.5590503
984	749.5103495
985	749.485089
986	749.4106548
987	749.2454185
988	749.1817373
989	749.1333845
990	749.0466781
991	749.0256971
992	749.0191952
993	749.017377
994	748.8115981
995	748.6358515
996	748.578513
997	748.4195478
998	748.4107482
999	748.3969461
1000	748.2440994
1001	748.226224
1002	748.172131
1003	748.0035429
1004	747.9731198
1005	747.8662627
1006	747.7385442
1007	747.6456343
1008	747.4630983
1009	747.4112706
1010	747.3978766
1011	747.3786806
1012	747.3679138
1013	747.2152235
1014	747.0483724
1015	747.0252053
1016	747.0083383
1017	746.9827434
1018	746.9399963
1019	746.9006984
1020	746.8777881
1021	746.8329489
1022	746.7625438
1023	746.5708753
1024	746.4003731
1025	746.396278
1026	746.3517035
1027	746.2828878
1028	746.0765943
1029	746.0346307
1030	745.8828353
1031	745.8691015
1032	745.8549283
1033	745.7369449
1034	745.7259595
1035	745.7026997
1036	745.6989679
1037	745.6591157
1038	745.6454985
1039	745.5764968
1040	745.5623479
1041	745.5179433
1042	745.4545904
1043	745.4416006
1044	745.4250069
1045	745.3696958
1046	745.2915564
1047	745.2451543
1048	745.217454
1049	745.1933046
1050	745.0310627
1051	745.0000849
1052	744.9890016
1053	744.9733184
1054	744.8439908
1055	744.8055304
1056	744.8028461
1057	744.6387595
1058	744.4927393
1059	744.4694076
1060	744.4693074
1061	744.4422903
1062	744.3164184
1063	744.3088304
1064	744.2639104
1065	744.1256343
1066	744.0966678
1067	744.0941881
1068	744.0346933
1069	744.0155217
1070	743.9879772
1071	743.9744155
1072	743.9577676
1073	743.9347858
1074	743.8691032
1075	743.8228291
1076	743.8209738
1077	743.8185377
1078	743.6770294
1079	743.6611896
1080	743.6476081
1081	743.6176793
1082	743.4633047
1083	743.4046784
1084	743.3969583
1085	743.3868066
1086	743.3779505
1087	743.367795
1088	743.3343807
1089	743.2589426
1090	743.2461055
1091	743.2347947
1092	743.0901885
1093	743.0367931
1094	743.0346137
1095	742.9844839
1096	742.9733679
1097	742.9471594
1098	742.8916145
1099	742.8915467
1100	742.8842826
1101	742.6484527
1102	742.6100981
1103	742.5221376
1104	742.5186657
1105	742.4935127
1106	742.4621682
1107	742.4485898
1108	742.3857799
1109	742.3659396
1110	742.2478064
1111	742.0966748
1112	741.9643778
1113	741.8981944
1114	741.8949932
1115	741.8740587
1116	741.8721554
1117	741.8669995
1118	741.6900548
1119	741.6805821
1120	741.6094536
1121	741.5605585
1122	741.3886694
1123	741.3688525
1124	741.1904364
1125	741.1652737
1126	741.0761077
1127	741.0040594
1128	740.8489455
1129	740.8255524
1130	740.7844555
1131	740.7737713
1132	740.7646411
1133	740.7509671
1134	740.7449281
1135	740.7328791
1136	740.7226626
1137	740.7194098
1138	740.6974647
1139	740.6587747
1140	740.617934
1141	740.5989893
1142	740.4777328
1143	740.4776048
1144	740.4251228
1145	740.4100049
1146	740.4013013
1147	740.394422
1148	740.3684952
1149	740.3476829
1150	740.345034
1151	740.3350643
1152	740.3155579
1153	740.1638321
1154	740.0218037
1155	740.0147186
1156	739.9428589
1157	739.9029351
1158	739.889938
1159	739.7648235
1160	739.6599804
1161	739.6253611
1162	739.6239472
1163	739.6186819
1164	739.6107589
1165	739.5915322
1166	739.5647948
1167	739.543379
1168	739.4948347
1169	739.4530339
1170	739.374777
1171	739.3095858
1172	739.2588829
1173	739.2270509
1174	739.2155531
1175	739.2010399
1176	739.1804262
1177	739.1041701
1178	739.0906839
1179	739.0736092
1180	739.0646838
1181	739.0077081
1182	738.9203784
1183	738.858739
1184	738.7262531
1185	738.6588538
1186	738.5840865
1187	738.4353904
1188	738.2674514
1189	738.1165937
1190	738.1162872
1191	738.0903003
1192	738.0902618
1193	738.0865396
1194	738.0306198
1195	738.0212015
1196	737.9746514
1197	737.9675022
1198	737.9193578
1199	737.884818
1200	737.8277644
1201	737.8084795
1202	737.7932427
1203	737.7660691
1204	737.6828848
1205	737.5735148
1206	737.5453515
1207	737.5224436
1208	737.3729328
1209	737.3245596
1210	737.2666998
1211	737.2275937
1212	737.1995747
1213	737.0366565
1214	736.9184194
1215	736.8989441
1216	736.8787256
1217	736.8703831
1218	736.81842
1219	736.7130447
1220	736.7043868
1221	736.6746089
1222	736.6622227
1223	736.6443814
1224	736.6237133
1225	736.4902912
1226	736.4901953
1227	736.3774002
1228	736.334382
1229	736.3150696
1230	736.3086584
1231	736.2538655
1232	736.235667
1233	736.2355744
1234	736.2194926
1235	736.2001882
1236	736.1843021
1237	736.1418841
1238	736.1267279
1239	736.1019321
1240	736.0550448
1241	735.8970685
1242	735.7455515
1243	735.7056622
1244	735.6993517
1245	735.6993245
1246	735.6731314
1247	735.6721695
1248	735.6575741
1249	735.6538305
1250	735.6258696
1251	735.6067443
1252	735.5948969
1253	735.5150357
1254	735.5081177
1255	735.490572
1256	735.4811004
1257	735.4709106
1258	735.4568909
1259	735.449799
1260	735.4171669
1261	735.4055155
1262	735.3976153
1263	735.2901307
1264	735.1552615
1265	735.1005512
1266	735.0855426
1267	735.0727655
1268	735.0657678
1269	734.9580837
1270	734.9572788
1271	734.9447705
1272	734.8854201
1273	734.8379558
1274	734.8251409
1275	734.754988
1276	734.7110743
1277	734.6831859
1278	734.5312177
1279	734.5311457
1280	734.4989609
1281	734.4892887
1282	734.4732645
1283	734.4032836
1284	734.3915894
1285	734.3915223
1286	734.3844154
1287	734.282814
1288	734.2679074
1289	734.2532365
1290	734.2209897
1291	734.2173307
1292	734.2173124
1293	734.2085613
1294	734.1901805
1295	734.1624393
1296	734.14618
1297	734.110525
1298	734.1036742
1299	734.0559133
1300	734.0439511
1301	733.9395151
1302	733.923791
1303	733.9094753
1304	733.8061318
1305	733.6148298
1306	733.6063187
1307	733.5853581
1308	733.4535932
1309	733.4365623
1310	733.424246
1311	733.3807897
1312	733.3636822
1313	733.3622489
1314	733.3605705
1315	733.3589177
1316	733.3414079
1317	733.3170311
1318	733.2179244
1319	733.0875838
1320	733.0364151
1321	732.931679
1322	732.9085813
1323	732.8539325
1324	732.8538698
1325	732.8312154
1326	732.7313188
1327	732.6887976
1328	732.6655276
1329	732.6376972
1330	732.6031883
1331	732.5048108
1332	732.4540808
1333	732.4245824
1334	732.3197543
1335	732.2080302
1336	732.2062191
1337	732.1734702
1338	732.1433214
1339	732.1349052
1340	732.0725185
1341	732.0714437
1342	732.062352
1343	732.0565578
1344	731.9956333
1345	731.9882559
1346	731.9572728
1347	731.7873313
1348	731.7667567
1349	731.7276686
1350	731.719734
1351	731.6043531
1352	731.6040997
1353	731.4466288
1354	731.3521279
1355	731.283251
1356	731.1957887
1357	731.0973529
1358	731.036051
1359	730.936088
1360	730.9322739
1361	730.931726
1362	730.9316699
1363	730.9097508
1364	730.8975423
1365	730.8631532
1366	730.8616746
1367	730.8414336
1368	730.8173017
1369	730.7741
1370	730.7481969
1371	730.7169754
1372	730.7164471
1373	730.6960514
1374	730.6739402
1375	730.6668568
1376	730.5706823
1377	730.5322847
1378	730.5180831
1379	730.4932333
1380	730.4811126
1381	730.4608239
1382	730.4449712
1383	730.4418767
1384	730.441404
1385	730.4332794
1386	730.4313754
1387	730.4269677
1388	730.3896885
1389	730.3148945
1390	730.2362525
1391	730.1788394
1392	730.139339
1393	730.1280626
1394	730.0366471
1395	729.9946112
1396	729.9841251
1397	729.971553
1398	729.9092368
1399	729.9067158
1400	729.8978026
1401	729.7917942
1402	729.7759437
1403	729.692722
1404	729.6876351
1405	729.6414876
1406	729.6079463
1407	729.5976521
1408	729.5687545
1409	729.5558191
1410	729.5071899
1411	729.4325684
1412	729.326581
1413	729.3162028
1414	729.302287
1415	729.2431242
1416	729.1590939
1417	729.1090517
1418	729.0957045
1419	729.0954491
1420	729.0646395
1421	729.0093311
1422	728.9196783
1423	728.9114247
1424	728.8727795
1425	728.8234331
1426	728.7935922
1427	728.7818526
1428	728.7455092
1429	728.7362263
1430	728.7212379
1431	728.7131255
1432	728.7033945
1433	728.672052
1434	728.6084661
1435	728.5906961
1436	728.5628989
1437	728.5104316
1438	728.4422399
1439	728.3966814
1440	728.346015
1441	728.3265766
1442	728.3217082
1443	728.314145
1444	728.3108177
1445	728.2937789
1446	728.2390283
1447	728.0844423
1448	728.0459779
1449	728.0368973
1450	728.0063689
1451	727.9932812
1452	727.9753997
1453	727.9523985
1454	727.9316399
1455	727.9236107
1456	727.9039138
1457	727.868162
1458	727.8340755
1459	727.7383463
1460	727.7275753
1461	727.7267802
1462	727.6983787
1463	727.6015009
1464	727.5823384
1465	727.549246
1466	727.5277875
1467	727.5232141
1468	727.5231765
1469	727.5049332
1470	727.4763702
1471	727.4756311
1472	727.4506044
1473	727.3517551
1474	727.3500966
1475	727.3476981
1476	727.3457136
1477	727.3302931
1478	727.2959338
1479	727.2448438
1480	727.2433002
1481	727.2127254
1482	727.2062835
1483	727.183605
1484	727.1022311
1485	727.0785416
1486	727.0501418
1487	727.0368841
1488	727.0091448
1489	726.9472228
1490	726.9323501
1491	726.8937909
1492	726.8529722
1493	726.8434794
1494	726.7545269
1495	726.6904157
1496	726.6001397
1497	726.5988433
1498	726.5956696
1499	726.5917981
1500	726.5067885
1501	726.5000594
1502	726.4756848
1503	726.4755529
1504	726.4630728
1505	726.4612359
1506	726.4430675
1507	726.3321753
1508	726.3309876
1509	726.3293242
1510	726.3252689
1511	726.3120792
1512	726.3090652
1513	726.3038047
1514	726.2453069
1515	726.2306729
1516	726.2242009
1517	726.2240712
1518	726.2229539
1519	726.2128354
1520	726.1988565
1521	726.1717385
1522	726.0934724
1523	726.018364
1524	726.0182404
1525	725.9239363
1526	725.7872348
1527	725.7863093
1528	725.7208048
1529	725.6152931
1530	725.6086374
1531	725.5992281
1532	725.5880096
1533	725.4810285
1534	725.4599728
1535	725.4506217
1536	725.428837
1537	725.4079719
1538	725.3656187
1539	725.3467394
1540	725.3456226
1541	725.3129246
1542	725.2998564
1543	725.2968299
1544	725.2609143
1545	725.2608804
1546	725.2372144
1547	725.2140578
1548	725.1811244
1549	725.1301193
1550	725.0947894
1551	725.0759901
1552	724.9704219
1553	724.948895
1554	724.9076411
1555	724.8758352
1556	724.8559818
1557	724.8528647
1558	724.7485198
1559	724.733771
1560	724.6584965
1561	724.5664967
1562	724.5376901
1563	724.5176068
1564	724.4796784
1565	724.4581666
1566	724.4360234
1567	724.3719158
1568	724.3664016
1569	724.3310512
1570	724.3136926
1571	724.3051851
1572	724.2784911
1573	724.2499997
1574	724.2498852
1575	724.2328565
1576	724.2266647
1577	724.1484287
1578	724.1204953
1579	723.9963875
1580	723.9458879
1581	723.941598
1582	723.9412219
1583	723.9103885
1584	723.9076885
1585	723.8882648
1586	723.8761873
1587	723.8702347
1588	723.7720452
1589	723.7691723
1590	723.7650504
1591	723.7381077
1592	723.7145836
1593	723.7144917
1594	723.6809846
1595	723.6794021
1596	723.6603614
1597	723.5755666
1598	723.48785
1599	723.4877584
1600	723.4836179
1601	723.4701353
1602	723.461693
1603	723.4372384
1604	723.4164141
1605	723.3909903
1606	723.2995723
1607	723.2691513
1608	723.1934683
1609	723.1150035
1610	723.1001505
1611	723.0880706
1612	723.0740254
1613	723.0002596
1614	722.9664609
1615	722.9513756
1616	722.9235677
1617	722.8752649
1618	722.8680042
1619	722.8281496
1620	722.7848638
1621	722.7743072
1622	722.6893707
1623	722.6685474
1624	722.6414302
1625	722.6176938
1626	722.6085911
1627	722.5413825
1628	722.5387345
1629	722.5376378
1630	722.5086283
1631	722.4732552
1632	722.4620174
1633	722.4586561
1634	722.4269624
1635	722.3916225
1636	722.3914316
1637	722.3815916
1638	722.3029891
1639	722.2955604
1640	722.2430328
1641	722.2215277
1642	722.2141308
1643	722.2104969
1644	722.1334821
1645	722.0487242
1646	721.9923052
1647	721.977168
1648	721.9770866
1649	721.9487536
1650	721.9408291
1651	721.9348184
1652	721.8865688
1653	721.8783703
1654	721.8774567
1655	721.7900255
1656	721.7860647
1657	721.7527874
1658	721.7090027
1659	721.6800327
1660	721.6692806
1661	721.6608664
1662	721.5941456
1663	721.5343633
1664	721.5215554
1665	721.5152361
1666	721.3954002
1667	721.3478011
1668	721.2921492
1669	721.2682146
1670	721.2380668
1671	721.2323057
1672	721.2103275
1673	721.198547
1674	721.1374548
1675	721.1372587
1676	721.1131632
1677	721.1030607
1678	721.0665026
