iter	Passed	Remaining
3272	53436	11869
3273	53452	11853
3274	53463	11835
3275	53480	11819
3276	53501	11803
3277	53522	11788
3278	53545	11773
3279	53562	11757
3280	53578	11741
3281	53595	11725
3282	53611	11708
3283	53626	11692
3284	53642	11675
3285	53658	11659
3286	53673	11642
3287	53693	11627
3288	53715	11611
3289	53733	11595
3290	53752	11580
3291	53775	11565
3292	53794	11549
3293	53813	11533
3294	53830	11517
3295	53848	11501
3296	53867	11485
3297	53888	11470
3298	53906	11454
3299	53928	11439
3300	53946	11423
3301	53965	11407
3302	53983	11391
3303	54005	11376
3304	54026	11361
3305	54044	11345
3306	54060	11328
3307	54079	11312
3308	54098	11296
3309	54120	11281
3310	54139	11266
3311	54159	11250
3312	54178	11234
3313	54199	11219
3314	54220	11203
3315	54240	11188
3316	54251	11170
3317	54272	11155
3318	54291	11139
3319	54310	11123
3320	54331	11108
3321	54351	11092
3322	54358	11074
3323	54376	11058
3324	54397	11043
3325	54415	11027
3326	54431	11010
3327	54447	10994
3328	54461	10977
3329	54477	10960
3330	54492	10944
3331	54509	10928
3332	54527	10912
3333	54546	10896
3334	54565	10880
3335	54580	10863
3336	54594	10846
3337	54610	10830
3338	54626	10814
3339	54643	10797
3340	54666	10782
3341	54686	10767
3342	54704	10751
3343	54727	10736
3344	54747	10720
3345	54767	10704
3346	54784	10688
3347	54803	10672
3348	54824	10657
3349	54847	10642
3350	54866	10626
3351	54884	10610
3352	54903	10594
3353	54920	10577
3354	54938	10561
3355	54953	10545
3356	54972	10529
3357	54993	10513
3358	55017	10498
3359	55039	10483
3360	55060	10468
3361	55076	10451
3362	55090	10435
3363	55107	10418
3364	55124	10402
3365	55140	10386
3366	55159	10370
3367	55180	10354
3368	55206	10339
3369	55228	10324
3370	55248	10308
3371	55267	10293
3372	55283	10276
3373	55300	10260
3374	55322	10244
3375	55339	10228
3376	55358	10212
3377	55373	10196
3378	55394	10180
3379	55411	10164
3380	55431	10148
3381	55454	10133
3382	55471	10117
3383	55490	10101
3384	55512	10085
3385	55528	10069
3386	55545	10052
3387	55562	10036
3388	55580	10020
3389	55598	10004
3390	55621	9989
3391	55643	9973
3392	55665	9958
3393	55684	9942
3394	55700	9926
3395	55717	9909
3396	55734	9893
3397	55749	9876
3398	55754	9858
3399	55770	9841
3400	55789	9825
3401	55807	9809
3402	55827	9794
3403	55850	9778
3404	55871	9763
3405	55891	9747
3406	55910	9731
3407	55932	9716
3408	55954	9700
3409	55975	9684
3410	55996	9669
3411	56017	9653
3412	56038	9638
3413	56062	9622
3414	56083	9607
3415	56103	9591
3416	56121	9575
3417	56139	9559
3418	56156	9542
3419	56173	9526
3420	56188	9509
3421	56210	9494
3422	56231	9478
3423	56252	9462
3424	56273	9447
3425	56293	9431
3426	56311	9415
3427	56326	9398
3428	56342	9382
3429	56359	9365
3430	56375	9349
3431	56392	9333
3432	56407	9316
3433	56423	9299
3434	56442	9283
3435	56463	9268
3436	56482	9252
3437	56502	9236
3438	56522	9220
3439	56544	9204
3440	56562	9188
3441	56580	9172
3442	56596	9155
3443	56613	9139
3444	56631	9123
3445	56653	9107
3446	56676	9092
3447	56697	9076
3448	56720	9061
3449	56739	9045
3450	56754	9028
3451	56772	9012
3452	56790	8996
3453	56805	8979
3454	56822	8963
3455	56837	8946
3456	56857	8930
3457	56878	8915
3458	56897	8898
3459	56921	8883
3460	56938	8867
3461	56954	8850
3462	56970	8834
3463	56988	8818
3464	57005	8801
3465	57021	8785
3466	57037	8768
3467	57052	8752
3468	57072	8736
3469	57090	8719
3470	57109	8703
3471	57127	8687
3472	57148	8671
3473	57166	8655
3474	57181	8638
3475	57197	8622
3476	57214	8606
3477	57230	8589
3478	57247	8573
3479	57263	8556
3480	57287	8541
3481	57306	8525
3482	57325	8509
3483	57349	8493
3484	57366	8477
3485	57383	8461
3486	57401	8444
3487	57420	8428
3488	57438	8412
3489	57454	8395
3490	57469	8379
3491	57485	8362
3492	57497	8345
3493	57521	8330
3494	57549	8315
3495	57568	8299
3496	57583	8282
3497	57599	8266
3498	57616	8249
3499	57633	8233
3500	57648	8216
3501	57664	8200
3502	57681	8183
3503	57697	8167
3504	57717	8151
3505	57735	8135
3506	57754	8118
3507	57776	8103
3508	57799	8087
3509	57815	8071
3510	57822	8053
3511	57839	8036
3512	57859	8020
3513	57880	8005
3514	57899	7988
3515	57920	7973
3516	57933	7956
3517	57950	7939
3518	57969	7923
3519	57991	7907
3520	58014	7892
3521	58031	7875
3522	58048	7859
3523	58064	7843
3524	58081	7826
3525	58098	7810
3526	58114	7793
3527	58132	7777
3528	58153	7761
3529	58174	7745
3530	58195	7729
3531	58214	7713
3532	58237	7697
3533	58258	7682
3534	58276	7665
3535	58294	7649
3536	58313	7633
3537	58334	7617
3538	58359	7602
3539	58378	7585
3540	58397	7569
3541	58419	7553
3542	58440	7538
3543	58458	7521
3544	58477	7505
3545	58498	7489
3546	58521	7473
3547	58542	7458
3548	58562	7442
3549	58584	7426
3550	58603	7410
3551	58623	7393
3552	58641	7377
3553	58661	7361
3554	58683	7345
3555	58702	7329
3556	58721	7313
3557	58739	7297
3558	58762	7281
3559	58784	7265
3560	58803	7249
3561	58819	7232
3562	58835	7216
3563	58851	7199
3564	58868	7183
3565	58885	7166
3566	58901	7150
3567	58921	7133
3568	58942	7118
3569	58964	7102
3570	58976	7085
3571	58998	7069
3572	59016	7052
3573	59032	7036
3574	59052	7020
3575	59073	7004
3576	59093	6988
3577	59112	6971
3578	59129	6955
3579	59147	6939
3580	59163	6922
3581	59183	6906
3582	59202	6890
3583	59224	6874
3584	59244	6858
3585	59263	6841
3586	59285	6826
3587	59301	6809
3588	59317	6792
3589	59334	6776
3590	59350	6759
3591	59367	6743
3592	59382	6726
3593	59402	6710
3594	59421	6694
3595	59439	6677
3596	59461	6661
3597	59478	6645
3598	59494	6628
3599	59509	6612
3600	59525	6595
3601	59542	6579
3602	59560	6562
3603	59575	6546
3604	59592	6529
3605	59609	6513
3606	59629	6496
3607	59648	6480
3608	59668	6464
3609	59689	6448
3610	59710	6432
3611	59727	6415
3612	59746	6399
3613	59768	6383
3614	59790	6367
3615	59810	6351
3616	59831	6335
3617	59852	6319
3618	59873	6303
3619	59892	6287
3620	59912	6270
3621	59932	6254
3622	59952	6238
3623	59972	6222
3624	59991	6205
3625	60008	6189
3626	60028	6173
3627	60052	6157
3628	60072	6141
3629	60091	6124
3630	60109	6108
3631	60127	6092
3632	60147	6076
3633	60166	6059
3634	60186	6043
3635	60202	6026
3636	60218	6010
3637	60237	5993
3638	60255	5977
3639	60271	5960
3640	60286	5944
3641	60301	5927
3642	60317	5910
3643	60334	5894
3644	60349	5877
3645	60362	5860
3646	60380	5844
3647	60397	5827
3648	60413	5811
3649	60429	5794
3650	60450	5778
3651	60469	5762
3652	60487	5745
3653	60503	5729
3654	60517	5712
3655	60534	5695
3656	60551	5679
3657	60567	5662
3658	60582	5646
3659	60600	5629
3660	60615	5612
3661	60631	5596
3662	60647	5579
3663	60668	5563
3664	60686	5547
3665	60702	5530
3666	60717	5513
3667	60734	5497
3668	60747	5480
3669	60762	5463
3670	60775	5446
3671	60790	5430
3672	60805	5413
3673	60820	5396
3674	60834	5379
3675	60852	5363
3676	60870	5347
3677	60890	5330
3678	60908	5314
3679	60925	5297
3680	60941	5281
3681	60957	5264
3682	60972	5247
3683	60989	5231
3684	61004	5214
3685	61019	5198
3686	61035	5181
3687	61052	5164
3688	61063	5147
3689	61082	5131
3690	61097	5114
3691	61113	5098
3692	61128	5081
3693	61144	5065
3694	61159	5048
3695	61174	5031
3696	61190	5015
3697	61206	4998
3698	61220	4981
3699	61238	4965
3700	61255	4948
3701	61271	4932
3702	61289	4915
3703	61309	4899
3704	61325	4882
3705	61342	4866
3706	61359	4849
3707	61375	4833
3708	61389	4816
3709	61406	4800
3710	61423	4783
3711	61437	4766
3712	61451	4749
3713	61466	4733
3714	61483	4716
3715	61503	4700
3716	61525	4684
3717	61542	4667
3718	61557	4651
3719	61572	4634
3720	61587	4617
3721	61603	4601
3722	61618	4584
3723	61633	4567
3724	61648	4551
3725	61663	4534
3726	61678	4517
3727	61693	4501
3728	61713	4484
3729	61732	4468
3730	61748	4451
3731	61763	4435
3732	61775	4418
3733	61790	4401
3734	61805	4385
3735	61821	4368
3736	61837	4351
3737	61852	4335
3738	61867	4318
3739	61882	4301
3740	61896	4285
3741	61909	4268
3742	61930	4252
3743	61947	4235
3744	61963	4219
3745	61978	4202
3746	61994	4185
3747	62015	4169
3748	62030	4153
3749	62050	4136
3750	62072	4120
3751	62094	4104
3752	62115	4088
3753	62133	4071
3754	62155	4055
3755	62178	4039
3756	62197	4022
3757	62213	4006
3758	62231	3989
3759	62245	3973
3760	62264	3956
3761	62283	3940
3762	62302	3923
3763	62324	3907
3764	62345	3891
3765	62366	3875
3766	62389	3858
3767	62408	3842
3768	62426	3826
3769	62445	3809
3770	62462	3793
3771	62482	3776
3772	62505	3760
3773	62522	3744
3774	62541	3727
3775	62563	3711
3776	62587	3695
3777	62608	3678
3778	62627	3662
3779	62645	3646
3780	62665	3629
3781	62686	3613
3782	62706	3596
3783	62725	3580
3784	62743	3564
3785	62762	3547
3786	62783	3531
3787	62805	3515
3788	62822	3498
3789	62841	3481
3790	62860	3465
3791	62880	3449
3792	62901	3432
3793	62920	3416
3794	62943	3400
3795	62965	3383
3796	62984	3367
3797	63003	3350
3798	63024	3334
3799	63047	3318
3800	63067	3301
3801	63087	3285
3802	63104	3268
3803	63122	3252
3804	63139	3235
3805	63156	3219
3806	63163	3202
3807	63183	3185
3808	63200	3169
3809	63220	3152
3810	63242	3136
3811	63261	3119
3812	63279	3103
3813	63300	3087
3814	63319	3070
3815	63335	3053
3816	63353	3037
3817	63369	3020
3818	63386	3004
3819	63408	2987
3820	63429	2971
3821	63452	2955
3822	63475	2938
3823	63494	2922
3824	63512	2905
3825	63528	2889
3826	63543	2872
3827	63558	2855
3828	63575	2839
3829	63592	2822
3830	63612	2806
3831	63631	2789
3832	63651	2773
3833	63679	2757
3834	63699	2740
3835	63724	2724
3836	63745	2707
3837	63765	2691
3838	63782	2674
3839	63802	2658
3840	63814	2641
3841	63838	2625
3842	63861	2608
3843	63879	2592
3844	63895	2575
3845	63912	2559
3846	63929	2542
3847	63944	2525
3848	63961	2509
3849	63977	2492
3850	63992	2475
3851	64013	2459
3852	64037	2443
3853	64057	2426
3854	64077	2410
3855	64095	2393
3856	64112	2377
3857	64129	2360
3858	64143	2343
3859	64159	2327
3860	64176	2310
3861	64194	2293
3862	64210	2277
3863	64231	2260
3864	64253	2244
3865	64273	2227
3866	64291	2211
3867	64309	2194
3868	64332	2178
3869	64350	2161
3870	64370	2145
3871	64380	2128
3872	64398	2111
3873	64407	2094
3874	64425	2078
3875	64447	2061
3876	64459	2045
3877	64481	2028
3878	64503	2012
3879	64519	1995
3880	64539	1978
3881	64556	1962
3882	64573	1945
3883	64589	1929
3884	64600	1912
3885	64615	1895
3886	64631	1878
3887	64649	1862
3888	64668	1845
3889	64686	1829
3890	64710	1812
3891	64729	1796
3892	64749	1779
3893	64766	1763
3894	64783	1746
3895	64798	1729
3896	64813	1713
3897	64832	1696
3898	64853	1679
3899	64875	1663
3900	64898	1646
3901	64918	1630
3902	64933	1613
3903	64949	1597
3904	64964	1580
3905	64982	1563
3906	64999	1547
3907	65017	1530
3908	65032	1513
3909	65047	1497
3910	65065	1480
3911	65086	1464
3912	65108	1447
3913	65131	1431
3914	65148	1414
3915	65163	1397
3916	65179	1381
3917	65196	1364
3918	65211	1347
3919	65228	1331
3920	65244	1314
3921	65265	1297
3922	65289	1281
3923	65310	1264
3924	65331	1248
3925	65352	1231
3926	65370	1215
3927	65387	1198
3928	65405	1181
3929	65422	1165
3930	65440	1148
3931	65458	1132
3932	65478	1115
3933	65499	1098
3934	65523	1082
3935	65543	1065
3936	65564	1049
3937	65582	1032
3938	65598	1015
3939	65614	999
3940	65630	982
3941	65647	965
3942	65663	949
3943	65681	932
3944	65699	915
3945	65719	899
3946	65737	882
3947	65756	866
3948	65769	849
3949	65789	832
3950	65812	816
3951	65830	799
3952	65848	782
3953	65865	766
3954	65884	749
3955	65904	733
3956	65922	716
3957	65942	699
3958	65963	683
3959	65979	666
3960	65994	649
3961	66012	633
3962	66033	616
3963	66049	599
3964	66064	583
3965	66073	566
3966	66090	549
3967	66111	533
3968	66133	516
3969	66155	499
3970	66166	483
3971	66184	466
3972	66205	449
3973	66227	433
3974	66246	416
3975	66265	399
3976	66283	383
3977	66300	366
3978	66322	350
3979	66343	333
3980	66365	316
3981	66383	300
3982	66404	283
3983	66414	266
3984	66433	250
3985	66452	233
3986	66468	216
3987	66484	200
3988	66501	183
3989	66519	166
3990	66541	150
3991	66562	133
3992	66584	116
3993	66605	100
3994	66628	83
3995	66646	66
3996	66667	50
3997	66687	33
3998	66707	16
3999	66727	0
